ig_year,peak_season,season_length,size,total_ba,n_fires,mx_grw,dur,fsr,log_size,log_n_fires,log_mx_grw_km2,log_tba,log_dur,log_fsr_km2_dy,decade
2003,237.56653687012155,29.018874038044213,1.6123569330671406,1423.711171898285,883,0.8644691305122018,3.090600226500566,0.41570928518940925,0.6364321651909474,6.784457062637643,0.4754884065901505,561.9696018636065,1.1805405963218534,0.3094545290888761,00s
2004,239.04071154318262,32.33112949392896,1.7632460614157643,1225.4560126839563,695,0.9024930120464855,3.530935251798561,0.4135655534329192,0.6854544990094822,6.54534966033442,0.4994444447959002,476.39087681159015,1.2421527396403755,0.3197955037379915,00s
2005,196.95497377880957,73.34181434152961,1.8427983948491669,309.59013033466005,168,0.9391316956720893,3.619047619047619,0.42561357538145095,0.7260497250235465,5.1298987149230735,0.5240748411339078,121.97635380395582,1.278603824384115,0.3232885221112071,00s
2006,206.5932167087313,86.30961041663511,1.65718789472393,465.6697984174244,281,0.9854437315034023,3.3879003558718863,0.39170099681563403,0.643776721390924,5.641907070938114,0.48803637791082927,180.90125871084965,1.213880156301637,0.29927287343532755,00s
2007,232.17545253796976,33.49206645650316,2.5688314334852937,2067.9093039556615,805,1.4575457245199333,3.332919254658385,0.6073384070808183,0.8274766264425228,6.692083742506628,0.625231891326582,666.1186842862309,1.2677478570908034,0.40191949612467404,00s
2008,228.15452973622843,38.113293256309476,1.3696313113081746,823.1484180962129,601,0.7486265877361347,3.113144758735441,0.40215813237579573,0.639368677145515,6.400257445308821,0.46596309524178164,384.2605749644546,1.194244463254745,0.3106032632108058,00s
2009,218.64325850226373,34.07967313647702,2.2849045615447867,539.2374765245696,236,1.363446403692457,3.402542372881356,0.5915406536957816,0.7231659073307931,5.4680601411351315,0.5471655797427436,170.66715413006716,1.249230333988625,0.3592085307690891,00s
2010,237.18219055517733,31.655973406298497,2.0177167923111283,681.9882758011614,338,0.9856516596335301,3.4497041420118344,0.42194054441933393,0.703738649075658,5.82600010738045,0.5163774880909284,237.8636633875724,1.2467130120936092,0.32110218853351924,00s
2011,250.7360902670016,28.392190101331547,1.4621643894310028,785.1822771244484,537,0.7179273319189454,3.165735567970205,0.3709797181637336,0.6002635578320243,6.2878585601617845,0.42982076341494274,322.341530555797,1.1761739397603603,0.2905251524215337,00s
2012,219.3707872645203,40.61258001668514,2.201415945840986,1512.3727547927572,687,1.1920274215808762,3.2751091703056767,0.5258366932002135,0.7619619503449466,6.5337888379333435,0.5676990194295403,523.4678598869783,1.252614232667889,0.36588821715293446,10s
2013,218.248272007216,34.60192456579777,1.5777525038397173,312.394995760264,198,0.884653926312756,3,0.4284684672469361,0.637642238682977,5.293304824724492,0.47112642576131125,126.25316325922944,1.1879607147056488,0.3185792078378752,10s
2014,257.0201136418919,32.47962378262833,2.3691362013263912,1025.8359751743274,433,1.1139446625801042,2.868360277136259,0.44263905758367783,0.6157179842844798,6.073044534100405,0.46212423469179115,266.6058871951798,1.1456906486589589,0.3151494000076933,10s
2015,169.4855447871836,66.41537965060319,1.721707312486336,160.11878006122924,93,1.0709852087050062,3.3870967741935485,0.4844040466097917,0.74045012920688,4.543294782270004,0.5727478192111627,68.86186201623984,1.2957085925766474,0.35258184047685903,10s
2016,209.5799722039772,50.81208129140774,1.5244357440759269,521.357024473967,342,0.8956664526142499,3.239766081871345,0.400956613041132,0.6407194242390979,5.8377304471659395,0.4755138843171924,219.12604308977149,1.2303358859847568,0.3019917785694171,10s
2017,219.42953323003093,34.154594194109116,1.8574108759217276,1121.8761690567235,604,1.078268898644889,3.5231788079470197,0.4624591829491561,0.7408652012769791,6.405228458030842,0.5497922496115825,447.4825815712954,1.3024446944999044,0.3412649864240924,10s
2018,229.2478476855364,29.575079632257964,1.83704251706797,172.68199660438918,94,0.9705312356489676,3.276595744680851,0.47228079795929795,0.7191345783166084,4.553876891600541,0.5209959251535115,67.59865036176119,1.2756032179799668,0.34290454771282625,10s
2019,231.59296493280584,28.070402083464028,2.179223253713923,666.8423156364605,306,1.0620693835649249,3.111111111111111,0.4279163527590152,0.6572564999121734,5.726847747587197,0.4910487796104549,201.12048897312505,1.1912358614069627,0.31648653333353244,10s
2020,238.90874136239074,22.603512830890878,1.453450572223312,363.36264305582796,250,0.8715142135836988,2.768,0.4364055503998444,0.6095485843116485,5.5254529391317835,0.4675922379686543,152.38714607791212,1.1333131378267447,0.32396020118442437,10s
