ig_year,peak_season,season_length,size,total_ba,n_fires,mx_grw,dur,fsr,log_size,log_n_fires,log_mx_grw_km2,log_tba,log_dur,log_fsr_km2_dy,decade
2003,68.64365674377264,56.823349967502566,0.6015154866540597,6365.236879773261,10582,0.4609015040614289,1.2761292761292762,0.37768384579680686,0.36369894604970443,9.267004219093725,0.3209837743558615,3848.662247097972,0.7898352867385553,0.29397025151388007,00s
2004,104.67479827035179,110.27292674942483,0.6128811040923743,8735.39437662861,14253,0.4772401627328294,1.2482284431347785,0.3937908476315692,0.365045277202796,9.564792848061815,0.3265165982574889,5202.990335971451,0.7806233560249836,0.3011768682224606,00s
2005,65.90134445727519,41.82783380530843,0.5352058072516681,7268.630068284905,13581,0.4210034917852339,1.2464472424710993,0.3585362630022865,0.34843849909429464,9.516500665673737,0.30938230603112854,4732.143256199615,0.7816371256478901,0.28623093160284663,00s
2006,75.24877842708705,74.89159199695365,0.569721719785285,4247.845142719085,7456,0.4650745987711288,1.2373927038626609,0.38593053479750983,0.356435768887462,8.916908467543795,0.32111882908718237,2657.5850928249165,0.7780716392223692,0.297566205676664,00s
2007,64.99450086708664,64.13701305925497,0.5825659019359996,5836.145205594843,10018,0.4766502483019298,1.2311838690357357,0.4026276400109402,0.36255057846722527,9.212238569259263,0.3281968443445515,3632.0316950846627,0.7760232497220296,0.30424291014311994,00s
2008,89.37919513851425,70.12393843637324,0.6090120021994692,7333.722530486008,12042,0.5006563277043443,1.2264573991031391,0.4243862474217628,0.3741537638625002,9.39623885726048,0.3393898891458955,4505.559624432227,0.7748147042533631,0.3150822847392188,00s
2009,111.3982300350863,106.92875957355155,0.5803656180029527,5875.621516661893,10124,0.4652563480988819,1.2577044646384827,0.38901410471662984,0.36767755617945547,9.22276289197474,0.3283276234179217,3722.3675787608067,0.7859412799512939,0.301624488261388,00s
2010,69.57014458696557,43.60689380497481,0.5798137195110743,10089.918346931714,17402,0.43755731865224395,1.2873232961728538,0.3651423160000079,0.36182426996637645,9.764397884134175,0.31626901226655796,6296.465945954883,0.7941145285546523,0.28925276307718295,00s
2011,80.38041121471898,67.59554850498786,0.5922935517590368,6697.063189739429,11307,0.4839549747663969,1.2280003537631556,0.41064270255983104,0.3676114405669353,9.33326571881348,0.33291390889248934,4156.582558490337,0.7754889325479819,0.308296969795616,00s
2012,117.8879510234773,102.13179328170479,0.6144469852545774,9600.119697617518,15624,0.48798302343561223,1.2731694828469022,0.39911242296493055,0.3755559204615453,9.656627474604603,0.333950377244807,5867.685701291183,0.7900719789027653,0.30561281658991213,10s
2013,80.15705482940518,75.9422959083239,0.6534927059621657,10025.231602165584,15341,0.5047648119751685,1.2533733133433282,0.415995742596959,0.3783934925060053,9.63834944451924,0.33922055712839166,5804.934568534627,0.7829090291941662,0.31177470801567375,10s
2014,91.94968885514042,75.08695917027065,0.6025372682727701,10414.856682094833,17285,0.4597806225900946,1.2861440555394852,0.38109192311588336,0.3697826810132452,9.757652204312583,0.32449891777870504,6391.693641313943,0.7947676612562797,0.29753922599252935,10s
2015,105.08380411889895,86.74889307759155,0.6076911699223424,13614.71297094016,22404,0.4597378647028839,1.2990983752901268,0.3805802947970685,0.37372358632048724,10.017039427220244,0.3269113539056168,8372.903227924195,0.7986809138050098,0.29806804683464333,10s
2016,81.71467119714734,63.63439778781356,0.6175966329793026,10860.436790941036,17585,0.46845272939667,1.2957065680978106,0.38124113275041244,0.3713120173647837,9.774858409938947,0.32570356536649725,6529.521825359721,0.7972662770167692,0.2966649242887546,10s
2017,110.55902401118446,90.1971618421607,0.5996765047269836,6026.149196001459,10049,0.4701385949438425,1.2908747139018808,0.3925040437774369,0.37765403644574536,9.215327913487222,0.3334928512282893,3795.045412243295,0.7958758269818531,0.3045476450184603,10s
2018,100.83262404244773,89.43156949826513,0.5827641892000646,8013.007601500888,13750,0.461633234137328,1.2874181818181818,0.3819860012197619,0.37081485960443555,9.528866827722945,0.3285737286604892,5098.704319560989,0.7944197705172704,0.29953953178645765,10s
2019,101.46454491387843,91.25484920419835,0.6220363090207628,9170.059267584085,14742,0.46114775358239546,1.319834486501153,0.381429302944898,0.37990831346658865,9.59852367284982,0.3290437005609784,5600.60835712445,0.8042277956292417,0.29878260574351867,10s
2020,77.51870122271124,62.74623593084535,0.6234691139116678,10685.013674218164,17138,0.4732561157573053,1.3080872913992299,0.39160447057337266,0.3833015823402284,9.749111847392573,0.33483077335968,6569.022518146833,0.8016395891181862,0.304355405338752,10s
