ig_year,peak_season,season_length,size,total_ba,n_fires,mx_grw,dur,fsr,log_size,log_n_fires,log_mx_grw_km2,log_tba,log_dur,log_fsr_km2_dy,decade
2003,75.31248965745966,61.61306042744692,1.1145948038113764,618.6001161153139,555,0.7294527168237056,1.9747747747747748,0.4469468002248202,0.5497895821323534,6.320768294250582,0.43718930452465227,305.13321808345614,0.9853302492573079,0.33471064111188537,00s
2004,71.78390812451472,76.30842245371004,1.3887118426033294,851.2803595158409,613,0.6873980027422274,1.701468189233279,0.4432730229175396,0.47487109225221696,6.419994928147142,0.3896126725241074,291.095979550609,0.9012921374760056,0.3228666747929238,00s
2005,63.65462921967101,69.80609073120883,1.62357624624914,800.423089400826,493,0.863859650750936,1.9797160243407708,0.49104677326353297,0.5624961323007052,6.202535517187923,0.44939769276927055,277.31059322424767,0.9718221976967055,0.34874004808118614,00s
2006,63.11944989386239,57.40300671700607,1.1217767035418276,809.9227799571995,722,0.6963027878952222,1.8254847645429362,0.44008138176633216,0.514406548345239,6.583409222158765,0.41787718864654294,371.4015279052626,0.933934732867939,0.3297943236698615,00s
2007,105.82024148496824,113.92448697741695,1.1281968851198243,698.3538718891712,619,0.650911679769771,1.8045234248788369,0.43175425928635036,0.5017181110150888,6.429719478039138,0.4019460228934855,310.5635107183399,0.9273448703736726,0.32504380592663534,00s
2008,67.82396017812546,72.92755574286856,1.1963657046245986,948.7180037673065,793,0.7138145289821075,1.9129886506935687,0.44574940907140265,0.5333686582170581,6.677083461247136,0.4294766606258164,422.9613459661271,0.9616534970268661,0.334085321213113,00s
2009,68.82531657182683,74.79385029099637,1.1258802865680204,628.2411999049554,558,0.7024493502497634,1.8655913978494623,0.43518635677213546,0.5242048406355411,6.326149473155099,0.4223164823937901,292.5063010746319,0.9478750869307141,0.32922739362713743,00s
2010,89.3856793603859,97.93272730218483,1.1257199996118288,563.9857198055262,501,0.6855366811863554,1.8463073852295409,0.4523686875218247,0.5183672177448756,6.218600119691729,0.413156181794977,259.7019760901827,0.9421364264315923,0.3323557985152622,00s
2011,101.81276669689457,104.85702513929816,0.9518364287035095,565.3908386498847,594,0.6172340302868411,1.8164983164983164,0.41552101534184543,0.4981114537521632,6.38856140554563,0.4010007066131144,295.8782035287849,0.9383637462390783,0.31937351498112476,00s
2012,63.34730761751406,58.79841405918538,1.4181852015546301,777.1654904519373,548,0.8061451635842167,1.9233576642335766,0.48222179773318025,0.5578741860956448,6.3080984415095305,0.4466443719230802,305.7150539804133,0.9680122179935422,0.3498599785705295,10s
2013,69.30382341441268,51.24430728901249,1.5310421478977334,508.3059931020475,332,0.8599278177238406,1.9608433734939759,0.4896440210858071,0.5676481919335746,5.808142489980444,0.45220256740887665,188.45919972194676,0.9761519938630879,0.3492811876379536,10s
2014,62.933124633927136,64.07421883609958,1.3086727743047357,456.7267982323528,349,0.6851855646197019,1.8051575931232091,0.4280800662020259,0.4819107477095106,5.857933154483459,0.3888982804208024,168.18685095061917,0.9265992660627637,0.312464191548064,10s
2015,68.59014536421394,65.34343062201921,0.9990840458750909,758.3047908191941,759,0.6258756838011921,1.7918313570487483,0.39530409423762664,0.47178325615358585,6.633318433280377,0.38042261661354465,358.08349142057165,0.9367381293788607,0.30372610681974815,10s
2016,68.82830118932094,73.45784173275335,1.3440350452188619,555.0864736753899,413,0.718820690481909,1.88135593220339,0.42451064727594207,0.5038365287780319,6.025865973825314,0.40084294318230035,208.08448638532718,0.9653692741922886,0.31134502202645703,10s
2017,41.739019279265705,52.97289571484908,1.3841492809133609,784.8126422778756,567,0.6666912234128693,1.9171075837742504,0.40713648026447435,0.4951579010621867,6.342121418721152,0.3898028794010411,280.7545299022599,0.9533246966053817,0.30471885191931414,10s
2018,67.26439238345947,58.29318679725669,0.9867263890434597,736.0978862264209,746,0.6097342207979033,1.8029490616621984,0.39984140121118383,0.4828606587093066,6.616065185132817,0.393666670013626,360.2140513971427,0.9301622728347229,0.3112533322376273,10s
2019,71.6261551314704,67.39097531905706,1.0456492460626157,439.1726833462986,420,0.6506202169200378,1.8904761904761904,0.42857204085267264,0.5158966228282165,6.042632833682381,0.4075159343607443,216.67658158785093,0.9615210404307821,0.32358331288716913,10s
2020,91.82504139723238,77.75665605162858,0.9651724976071309,482.5862488035654,500,0.6242274219461567,1.826,0.4128588056230886,0.4918512075561531,6.2166061010848646,0.39850473907474476,245.92560377807655,0.941044905510364,0.31682728871998633,10s
