ig_year,peak_season,season_length,size,total_ba,n_fires,mx_grw,dur,fsr,log_size,log_n_fires,log_mx_grw_km2,log_tba,log_dur,log_fsr_km2_dy,decade
2003,201.85749896465694,43.84997618086066,1.7818426278809938,35137.9366218132,19720,0.9992187076698873,2.3650101419878298,0.5205353375525541,0.659386303858956,9.889439336810069,0.5133702966408473,13003.097912098612,1.0707044879723304,0.36932560958975,00s
2004,205.6275847141834,40.16779610408966,1.8051160787852891,37535.583742261304,20794,0.9683176980803555,2.3673655862267964,0.4957820774952225,0.6392546605006764,9.942467852177012,0.49425205156945035,13292.661410451063,1.0654371826996212,0.35552868283303657,00s
2005,195.38980908037976,41.561198786441466,1.745703142759923,34374.640584085646,19691,0.9624810454190251,2.3605708191559596,0.5008241804066322,0.6450683679145348,9.887967740878091,0.5036473530052858,12702.041232605105,1.0668392248186394,0.36058011293483555,00s
2006,210.14581981888693,34.925784951975295,1.7585143182374583,37426.46023504782,21283,0.9431345458795112,2.3044683550251372,0.4928439193437786,0.6284971344120184,9.96571089571626,0.4903165301521156,13376.304511690987,1.0501538484455224,0.35568216654108714,00s
2007,201.66961528852895,39.1397266030454,1.7292304607574152,34243.950814379095,19803,0.9463604237816994,2.3547442306721202,0.4874933696073774,0.6329181287186414,9.893639216481313,0.49190242582420557,12533.677703015255,1.063369943344457,0.3524914983719305,00s
2008,202.44013714487411,40.70249008031611,1.8145200150196872,36470.037781880696,20099,0.9875858261468382,2.380217921289616,0.49982028790581845,0.6455473151342606,9.908475094047168,0.5006432169752633,12974.855486883502,1.0691877118262734,0.3575170824706977,00s
2009,210.58160307919164,35.54428427255614,1.724721755453947,34147.7660362327,19799,0.9601473533240454,2.3406737714025962,0.49918551067957195,0.6366515351593252,9.893437216682626,0.49686386839855057,12605.063744619478,1.059888027436739,0.3575171114020648,00s
2010,211.99725014193115,37.80633407132765,1.8364629763295053,37190.211733648815,20251,0.9939742784236489,2.377364080786134,0.4983276357059512,0.6381564373192002,9.9160088330898,0.4956496257028157,12923.306012151123,1.0667473403031866,0.3545990017164218,00s
2011,212.37331823012536,35.31071833023479,2.013595302670439,36125.91332521034,17941,1.0834274669384458,2.445794548798841,0.5279389715734688,0.6732497049528876,9.794899612119229,0.5248341368190359,12078.772956559755,1.0834344024891336,0.370217426067725,00s
2012,201.20233355569593,42.686800046616575,1.746937543164591,36806.227096934774,21069,0.9359745759042918,2.329061654563577,0.4843252562145678,0.6227513858141485,9.955605506798234,0.48611086025878325,13120.748947718293,1.0545502305035492,0.3496543068144879,10s
2013,201.969921123355,38.55559958641666,1.7053460986538171,35921.410222044,21064,0.9657602141549851,2.370869730345613,0.48884941344344146,0.6363694809479602,9.955368174413117,0.4941384514576344,13404.486746687833,1.0680638826115145,0.3528761350857728,10s
2014,211.0234219123649,37.65405171351379,1.7439339516895256,32908.03366838135,18870,0.9555666780910138,2.3924218335983043,0.4925878944483173,0.6426820938804501,9.845381631129095,0.49791776045505454,12127.411111524094,1.070995142167369,0.3565039943364346,10s
2015,209.48656982911467,36.08355188461918,1.8428538908838115,36775.99224647735,19956,0.9895102232519687,2.4402184806574465,0.5040138683394786,0.6572443785132481,9.901335237967984,0.5090653169328703,13115.96881761038,1.081151575096893,0.36080581619278485,10s
2016,208.1551610431568,37.29106557371592,1.6903194031152027,35124.83719673391,20780,0.9295815540232648,2.3438402309913378,0.482789214393328,0.6278619925435202,9.941794386690715,0.48742383513777343,13046.972205054348,1.0625839899165983,0.35053751629613866,10s
2017,217.80179519979146,36.746294797919155,1.8917282698193776,35617.45986415924,18828,1.0214870667448068,2.434937327384746,0.5007315825724982,0.6457177241789291,9.843153513496429,0.49740989244993616,12157.573310840879,1.0755575181589927,0.35428244056633407,10s
2018,215.33692673723812,31.228243407693103,1.9403458558327957,34912.642983999496,17993,1.0359878770477151,2.401600622464292,0.5150940292150881,0.6522093422316285,9.797793647977064,0.5070026651003695,11735.202694773692,1.0719772677201906,0.3619815346344701,10s
2019,207.91856491818828,35.38779633261805,1.790315294428204,33677.621003488945,18811,1.0203561709360405,2.398383924299612,0.507424726205079,0.6520504156623994,9.842250243064939,0.5070601256288451,12265.720369025395,1.0768087349199633,0.36127970172485396,10s
2020,212.00376453701898,38.08542371613687,1.6538824658783753,33623.43053130737,20330,0.9138884480978869,2.2115100836202655,0.49131756563063145,0.6057199979608182,9.919902093804223,0.4768014754023687,12314.287558543434,1.0324146415110274,0.3512806261238651,10s
