trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
+,2.395,-4596,203.5,200.2,227.6,+,0.5099,-,-1.666,3392,55.69,56.18,45.25,ns,0.4683,+,0.03776,-74.78,1.499,1.488,1.586,ns,0.03454,-,-4.851,9801,3990,3509,480.4,-,0.5307,-,-5.162,10450,2661,2358,303,-,0.698,+,0.05011,-98.85,2.629,2.641,2.537,-,0.0516,+,0.03923,-75.53,3.026,2.98,3.376,ns,0.03603,ns,NA,NA,1.335,1.347,1.245,ns,0.04251,+,0.01197,-23.39,0.6162,0.6099,0.6652,ns,0.03454,-,-0.1235,252.2,7.887,7.766,5.717,-,0.698,+,0.01251,-24.23,0.9593,0.9546,0.9965,+,0.0516,-,-2.853,5763,1640,1438,201.5,-,0.6556,+,0.008937,-16.72,1.175,1.165,1.255,ns,0.03603,+,0.005552,-10.51,0.7175,0.7173,0.7194,ns,0.04251,bulgaria_Temperate,581.8664291902962,Temperate
+,2.662,-5113,229.5,216.5,250,+,0.4891,-,-1.048,2167,50.26,53.05,37.25,ns,0.3434,ns,NA,NA,1.399,1.294,1.607,+,0.05681,ns,NA,NA,14000,8571,5425,ns,0.1769,-,-22.25,45210,10000,6626,3376,ns,0.3018,ns,NA,NA,2.641,2.389,3.138,+,0.1293,ns,NA,NA,3.467,3.38,3.638,+,0.044,ns,NA,NA,1.271,1.198,1.414,+,0.1316,+,0.005157,-9.788,0.6052,0.5814,0.652,+,0.05681,-,-0.05298,112.7,9.211,8.799,8.125,ns,0.3018,ns,NA,NA,1,0.9507,1.098,+,0.1293,-,-7.29,14900,6053,3852,2201,ns,0.2185,ns,NA,NA,1.23,1.213,1.262,+,0.044,ns,NA,NA,0.7325,0.7017,0.7931,+,0.1316,bulgaria_Boreal,165.85659944403105,Boreal
+,1.798,-3366,242.5,231.6,258.5,+,0.5099,-,-1.171,2382,37.97,39.88,28.22,ns,0.385,+,0.02692,-53.34,0.8252,0.7017,1.113,+,0.06258,ns,NA,NA,3197,1902,1295,ns,0.1145,-,-7.651,15570,3875,2711,1164,ns,0.1874,+,0.06757,-133.8,1.944,1.712,2.487,+,0.09691,ns,NA,NA,2.862,2.81,2.983,+,0.03953,+,0.01519,-29.33,1.166,1.112,1.291,+,0.1048,+,0.009361,-18.34,0.4551,0.4279,0.5183,+,0.06258,ns,NA,NA,8.263,7.905,7.06,ns,0.1874,+,0.008048,-15.22,0.8991,0.8654,0.9775,+,0.09691,ns,NA,NA,1763,1160,603.3,ns,0.1977,+,0.002814,-4.485,1.115,1.101,1.15,+,0.03953,+,0.003652,-6.6,0.7098,0.6911,0.7533,+,0.1048,bulgaria_Arid,725.9960234987817,Arid
NA,NA,NA,161,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2165,NA,0.2165,NA,NA,NA,NA,NA,0.433,0,0.433,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,0.644,NA,0.644,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0.644,NA,0.644,NA,NA,NA,NA,NA,0.196,NA,0.196,NA,NA,NA,NA,NA,1.099,0,1.099,NA,NA,NA,NA,NA,0.4971,NA,0.4971,NA,NA,NA,NA,NA,0.392,0,0.392,NA,NA,NA,NA,NA,0.6931,NA,0.6931,NA,NA,NA,NA,NA,0.4971,NA,0.4971,NA,NA,bulgaria_Polar,5360719.323842524,Polar
