trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
+,0.9022,-1734,82.54,78.94,86.8,ns,0.3018,ns,NA,NA,82.86,82.73,82.81,ns,0.1769,ns,NA,NA,0.5363,0.5287,0.5456,ns,0.002019,ns,NA,NA,303300,164600,138700,ns,0.01041,ns,NA,NA,565500,311300,254100,ns,0.09366,ns,NA,NA,0.4365,0.4349,0.4384,ns,0.001668,+,9.806e-4,-0.7666,1.204,1.199,1.21,ns,0.00264,ns,NA,NA,0.3753,0.3758,0.3747,ns,0.001907,ns,NA,NA,0.3453,0.3446,0.3461,ns,0.002019,ns,NA,NA,13.25,12.65,12.45,ns,0.09366,ns,NA,NA,0.3132,0.3131,0.3133,ns,0.001668,ns,NA,NA,195300,107300,87950,ns,0.03122,+,2.671e-4,0.2291,0.7664,0.7651,0.768,ns,0.00264,ns,NA,NA,0.292,0.2924,0.2916,ns,0.001907,thailand_Equatorial,35.115576226337346,Equatorial
+,0.7863,-1499,86.5,83.08,90.85,ns,0.1977,ns,NA,NA,26.62,27.25,25.13,ns,0.2185,ns,NA,NA,0.4556,0.448,0.4656,ns,0.01538,ns,NA,NA,5186,2904,2282,ns,0.1145,ns,NA,NA,11380,6482,4901,ns,0.09366,ns,NA,NA,0.396,0.4013,0.389,ns,0.001529,ns,NA,NA,1.197,1.189,1.206,ns,0.009373,ns,NA,NA,0.3475,0.3532,0.3399,ns,0.001888,ns,NA,NA,0.319,0.3172,0.3213,ns,0.01538,ns,NA,NA,9.34,8.777,8.497,ns,0.09366,ns,NA,NA,0.2971,0.299,0.2947,ns,0.001529,ns,NA,NA,3631,2056,1575,ns,0.09366,ns,NA,NA,0.7641,0.7618,0.7672,ns,0.009373,ns,NA,NA,0.2777,0.2801,0.2745,ns,0.001888,thailand_Temperate,2053.5189638411603,Temperate
