trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
ns,NA,NA,228.6,231.7,223.9,ns,0.1353,ns,NA,NA,41.21,41.08,40.96,ns,0.03122,ns,NA,NA,1.903,1.834,2.02,ns,0.002935,-,-38.02,77170,16120,9706,6413,ns,0.281,-,-26.61,54010,8468,5293,3175,ns,0.3018,ns,NA,NA,1.035,0.9899,1.109,ns,0.007313,-,-0.02147,46.52,3.246,3.293,3.168,ns,0.0135,ns,NA,NA,0.4624,0.4522,0.4795,ns,0.002332,ns,NA,NA,0.692,0.6877,0.6993,ns,0.002935,-,-0.06291,132.7,9.044,8.574,8.063,ns,0.3018,ns,NA,NA,0.5154,0.51,0.5242,ns,0.007313,-,-17.78,36080,5860,3640,2220,ns,0.3226,ns,NA,NA,1.221,1.22,1.223,ns,0.0135,ns,NA,NA,0.334,0.3292,0.3419,ns,0.002332,italy_Temperate,384.6884229263053,Temperate
+,0.7786,-1368,199.3,199.2,200.2,ns,0.4267,+,0.688,-1362,21.25,20.82,24.44,ns,0.3018,-,-0.08907,180.1,1.728,1.905,0.9905,-,0.09583,-,-11.76,23730,2870,2552,318,-,0.6764,-,-8.356,16880,1661,1340,321,-,0.6351,-,-0.03297,66.83,0.8489,0.9049,0.6152,-,0.07345,-,-0.08929,182.4,3.403,3.549,2.794,-,0.1111,-,-0.008393,17.26,0.4135,0.4307,0.3418,ns,0.02804,-,-0.02361,48.12,0.6727,0.7019,0.5504,-,0.09583,-,-0.158,321.9,7.416,7.201,5.775,-,0.6351,-,-0.01152,23.59,0.4807,0.4967,0.4138,-,0.07345,-,-6.163,12440,1117,940.6,176.7,-,0.6764,-,-0.01591,33.19,1.249,1.272,1.149,-,0.1111,-,-0.003808,7.96,0.3134,0.3214,0.2801,ns,0.02804,italy_Arid,2160.3848781684756,Arid
NA,NA,NA,225.8,167.9,240.4,NA,NA,NA,NA,NA,87.07,84.71,81.77,NA,NA,NA,NA,NA,1.318,0.8932,1.498,NA,NA,NA,NA,NA,123.9,25.01,98.85,NA,NA,NA,NA,NA,94,28,66,NA,NA,NA,NA,NA,0.6554,0.5826,0.6863,NA,NA,NA,NA,NA,3.245,2.643,3.5,NA,NA,NA,NA,NA,0.3351,0.3543,0.327,NA,NA,NA,NA,NA,0.5725,0.5114,0.5984,NA,NA,NA,NA,NA,4.554,3.367,4.205,NA,NA,NA,NA,NA,0.4134,0.4,0.419,NA,NA,NA,NA,NA,53.81,14.32,39.49,NA,NA,NA,NA,NA,1.17,1.082,1.207,NA,NA,NA,NA,NA,0.2715,0.2823,0.267,NA,NA,italy_Boreal,50062.16445805398,Boreal
NA,NA,NA,250.6,186,283,NA,NA,NA,NA,NA,NA,-0,-0,NA,NA,NA,NA,NA,0.3243,0.2165,0.4321,NA,NA,NA,NA,NA,0.6486,0.2165,0.4321,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,0.2147,0.2147,0.2147,NA,NA,NA,NA,NA,1.5,1,2,NA,NA,NA,NA,NA,0.2147,0.2147,0.2147,NA,NA,NA,NA,NA,0.2776,0.196,0.3591,NA,NA,NA,NA,NA,1.099,0.6931,0.6931,NA,NA,NA,NA,NA,0.1945,0.1945,0.1945,NA,NA,NA,NA,NA,0.5551,0.196,0.3591,NA,NA,NA,NA,NA,0.8959,0.6931,1.099,NA,NA,NA,NA,NA,0.1945,0.1945,0.1945,NA,NA,italy_Polar,9559803.385589467,Polar
