all_size,00s_size,10s_size,all_n_fires,00s_n_fires,10s_n_fires,all_total_ba,00s_total_ba,10s_total_ba,all_log_size,00s_log_size,10s_log_size,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,all_log_tba,00s_log_tba,10s_log_tba,all_log_dur,00s_log_dur,10s_log_dur,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,all_dur,00s_dur,10s_dur,all_mx_grw,00s_mx_grw,10s_mx_grw,all_fsr,00s_fsr,10s_fsr,all_peak_season,00s_peak_season,10s_peak_season,all_season_length,00s_season_length,10s_season_length,aoi,fire_rotation,test_n_fires,test_total_ba,test_size,test_dur,test_mx_grw,test_fsr,test_peak_season,test_season_length,eff_n_fires,eff_total_ba,eff_size,eff_dur,eff_mx_grw,eff_fsr,eff_peak_season,eff_season_length,trend_n_fires,trend_total_ba,trend_size,trend_dur,trend_mx_grw,trend_fsr,trend_peak_season,trend_season_length,coeficient_n_fires,coeficient_total_ba,coeficient_size,coeficient_dur,coeficient_mx_grw,coeficient_fsr,coeficient_peak_season,coeficient_season_length,intercept_n_fires,intercept_total_ba,intercept_size,intercept_dur,intercept_mx_grw,intercept_fsr,intercept_peak_season,intercept_season_length,koppen
1.1,0.8627,1.723,29,21,8,31.9,18.12,13.78,0.5771,0.5096,0.7541,3.401,3.091,2.197,1.18,1.128,1.318,16.73,10.7,6.033,1.379,1.393,1.342,0.7842,0.7395,0.9017,3.897,3.952,3.75,2.983,2.709,3.703,1.284,1.154,1.626,141.3,146.4,134.5,66.28,82.15,38.67,belgium_Temperate,19827.540173982026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate
1.894,2.152,0.8633,5,4,1,9.471,8.608,0.8633,0.7674,0.8037,0.6223,1.792,1.609,0.6931,1.36,1.34,1.44,3.837,3.215,0.6223,1.464,1.382,1.792,0.8817,0.9472,0.6198,4.2,4,5,3.864,4.025,3.22,1.665,1.867,0.8586,126.1,109.3,293,57.27,13.17,-0,belgium_Boreal,66784.59455186714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreal
