trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
-,-1.15,2555,239.4,242,236,ns,0.3018,+,0.6711,-1305,46.39,43.88,49.41,ns,0.3226,-,-0.01028,21.51,0.8243,0.846,0.7964,-,0.01393,-,-39.92,83200,50960,29400,21570,ns,0.3642,-,-36.36,76060,61830,34750,27080,ns,0.3434,-,-0.004907,10.5,0.6177,0.6356,0.5947,-,0.01292,-,-0.001397,4.215,1.385,1.388,1.38,-,0.008619,-,-0.001931,4.344,0.4694,0.48,0.4557,-,0.01274,-,-0.001385,3.221,0.4356,0.4418,0.4275,-,0.01393,-,-0.01283,33.77,11.03,10.46,10.21,ns,0.3434,-,-0.001416,3.242,0.386,0.3919,0.3784,-,0.01292,-,-17.56,36590,26930,15350,11580,ns,0.4683,-,-8.695e-4,2.579,0.8249,0.8259,0.8237,-,0.008619,-,-8.745e-4,2.101,0.3423,0.3469,0.3364,-,0.01274,malawi_Equatorial,48.53778694419657,Equatorial
+,0.4582,-672.2,252.4,250.7,254.6,ns,0.385,-,-0.3663,776.8,41.73,42.42,40.76,ns,0.4267,+,0.003007,-5.178,0.8916,0.8845,0.9004,ns,0.00715,-,-44.03,91800,60090,33070,27010,ns,0.05203,-,-50.4,105000,67390,37390,30000,ns,0.1353,ns,NA,NA,0.6625,0.6664,0.6577,ns,0.006945,ns,NA,NA,1.408,1.404,1.414,ns,0.005123,ns,NA,NA,0.4801,0.4808,0.4794,ns,0.006944,+,0.001004,-1.576,0.4485,0.4442,0.4538,ns,0.00715,-,-0.01392,36.18,11.12,10.53,10.31,ns,0.1353,ns,NA,NA,0.3934,0.392,0.3952,ns,0.006945,-,-15.1,31890,30220,16610,13610,ns,0.1561,+,4.354e-4,-0.04345,0.8312,0.8293,0.8336,ns,0.005123,ns,NA,NA,0.3448,0.3441,0.3456,ns,0.006944,malawi_Temperate,41.16858239123475,Temperate
NA,NA,NA,195.5,199.7,191.4,NA,NA,NA,NA,NA,23.81,30.02,20.38,NA,NA,NA,NA,NA,0.3295,0.3844,0.2884,NA,NA,NA,NA,NA,6.92,3.46,3.461,NA,NA,NA,NA,NA,21,9,12,NA,NA,NA,NA,NA,0.3169,0.3578,0.2862,NA,NA,NA,NA,NA,1.048,1.111,1,NA,NA,NA,NA,NA,0.3169,0.3578,0.2862,NA,NA,NA,NA,NA,0.2774,0.316,0.2485,NA,NA,NA,NA,NA,3.091,2.303,2.565,NA,NA,NA,NA,NA,0.2679,0.296,0.2468,NA,NA,NA,NA,NA,5.826,2.844,2.982,NA,NA,NA,NA,NA,0.7125,0.7382,0.6931,NA,NA,NA,NA,NA,0.2679,0.296,0.2468,NA,NA,malawi_Arid,357457.3691646117,Arid
