trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
+,0.9641,-1730,200.6,199.5,201.8,ns,0.1977,ns,NA,NA,63.89,61.47,66.75,ns,0.1769,ns,NA,NA,1.335,1.309,1.369,ns,0.01507,ns,NA,NA,24020,13290,10720,ns,0.01041,ns,NA,NA,17990,10160,7831,ns,0.03122,ns,NA,NA,2.42,2.383,2.468,+,0.01942,ns,NA,NA,3.496,3.488,3.507,ns,0.01027,-,-0.007584,16.44,1.207,1.215,1.197,-,0.02627,ns,NA,NA,0.6026,0.5905,0.6181,ns,0.01507,ns,NA,NA,9.797,9.226,8.966,ns,0.03122,ns,NA,NA,0.9674,0.9621,0.9744,+,0.01942,ns,NA,NA,10840,5998,4841,ns,0.03122,+,0.00293,-4.641,1.235,1.227,1.246,ns,0.01027,-,-0.003281,7.309,0.7093,0.7102,0.7081,-,0.02627,romania_Boreal,202.7250480171919,Boreal
ns,NA,NA,205.6,212.2,181.4,ns,0.2602,+,1.589,-3130,62.32,51.04,88.56,ns,0.3434,ns,NA,NA,1.157,1.167,1.123,ns,0.01426,-,-43.32,87600,12560,9874,2685,-,0.5515,-,-28,56720,10860,8464,2391,-,0.614,ns,NA,NA,2.422,2.395,2.515,ns,0.002747,-,-0.03257,68.85,3.112,3.112,3.11,ns,0.009165,ns,NA,NA,1.368,1.392,1.281,ns,0.01045,ns,NA,NA,0.5287,0.5314,0.5191,ns,0.01426,-,-0.09902,205.2,9.292,9.044,7.78,-,0.614,ns,NA,NA,0.9759,0.9762,0.9748,ns,0.002747,-,-17.87,36160,5739,4498,1241,-,0.6348,-,-0.006078,13.43,1.158,1.154,1.171,ns,0.009165,ns,NA,NA,0.7568,0.76,0.7454,ns,0.01045,romania_Arid,387.6541305214608,Arid
NA,NA,NA,150.1,164.2,117.8,NA,NA,NA,NA,NA,83.73,80.39,84.28,NA,NA,NA,NA,NA,1.031,0.9384,1.332,NA,NA,NA,NA,NA,65.96,45.98,19.98,NA,NA,NA,NA,NA,64,49,15,NA,NA,NA,NA,NA,3.79,3.303,5.381,NA,NA,NA,NA,NA,3.719,3.776,3.533,NA,NA,NA,NA,NA,1.752,1.561,2.375,NA,NA,NA,NA,NA,0.5328,0.505,0.6234,NA,NA,NA,NA,NA,4.174,3.912,2.773,NA,NA,NA,NA,NA,1.3,1.222,1.554,NA,NA,NA,NA,NA,34.1,24.75,9.351,NA,NA,NA,NA,NA,1.305,1.292,1.347,NA,NA,NA,NA,NA,0.9459,0.8915,1.124,NA,NA,romania_Temperate,73806.31870443848,Temperate
