trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
ns,NA,NA,105.2,107.1,103.4,ns,0.2393,ns,NA,NA,114.1,116.8,111.2,ns,0.1145,ns,NA,NA,2.293,2.307,2.279,-,0.01208,ns,NA,NA,564900,287500,277400,ns,0.03122,ns,NA,NA,246300,124600,121700,ns,0.05203,ns,NA,NA,1.039,1.054,1.025,-,0.01418,ns,NA,NA,3.861,3.868,3.853,-,0.006012,ns,NA,NA,0.4145,0.4228,0.4061,-,0.01236,-,-0.002312,5.344,0.7075,0.7153,0.6995,-,0.01208,ns,NA,NA,12.41,11.73,11.71,ns,0.05203,-,-0.001255,3.02,0.502,0.5097,0.4941,-,0.01418,ns,NA,NA,174300,89130,85150,ns,0.03122,-,-0.001566,4.44,1.288,1.291,1.285,-,0.006012,-,-4.708e-4,1.255,0.3066,0.311,0.3021,-,0.01236,venezuela_Equatorial,33.42093746154025,Equatorial
-,-3.158,6412,123.7,122.5,125.4,ns,0.02334,-,-1.998,4069,79.61,74.27,87.4,ns,0.02082,+,0.01749,-34.23,1.172,1.199,1.135,ns,0.02902,ns,NA,NA,223.9,134.3,89.64,ns,0.05203,ns,NA,NA,191,112,79,ns,0.1878,ns,NA,NA,0.7159,0.7206,0.7092,ns,0.01548,+,0.1298,-257.3,3.01,2.857,3.228,ns,0.04926,ns,NA,NA,0.3892,0.3914,0.3862,ns,0.01674,+,0.007482,-14.55,0.5638,0.5334,0.6069,ns,0.02902,ns,NA,NA,5.257,4.727,4.382,ns,0.1878,ns,NA,NA,0.4315,0.4135,0.4571,ns,0.01548,ns,NA,NA,107.7,59.74,47.94,ns,0.09366,+,0.02679,-52.66,1.151,1.124,1.189,ns,0.04926,ns,NA,NA,0.294,0.2898,0.3,ns,0.01674,venezuela_Arid,84306.46153293163,Arid
+,2.603,-5167,86.41,63.34,110.1,+,0.5099,ns,NA,NA,56.59,44.58,57.85,ns,0.2185,+,0.02896,-57.54,0.9603,0.9291,0.9946,ns,0.02434,ns,NA,NA,945,478.5,466.5,ns,0.1561,ns,NA,NA,984,515,469,ns,0.09376,ns,NA,NA,0.5668,0.5689,0.5643,ns,0.008596,ns,NA,NA,2.92,2.977,2.857,ns,0.01519,+,0.003185,-6.153,0.3016,0.2953,0.3085,ns,0.04104,+,0.005088,-9.968,0.4563,0.4492,0.4641,ns,0.02434,ns,NA,NA,6.893,6.246,6.153,ns,0.09376,ns,NA,NA,0.3606,0.361,0.3601,ns,0.008596,ns,NA,NA,449,231.3,217.6,ns,0.1977,ns,NA,NA,1.098,1.111,1.084,ns,0.01519,+,0.002464,-4.718,0.2505,0.2459,0.2556,ns,0.04104,venezuela_Temperate,19979.598211041248,Temperate
NA,NA,NA,50.87,46.92,51.82,NA,NA,NA,NA,NA,14.59,21.14,12.46,NA,NA,NA,NA,NA,2.897,1.564,3.643,NA,NA,NA,NA,NA,153.6,29.71,123.8,NA,NA,NA,NA,NA,53,19,34,NA,NA,NA,NA,NA,1.098,0.836,1.244,NA,NA,NA,NA,NA,3.792,3.632,3.882,NA,NA,NA,NA,NA,0.462,0.3924,0.5009,NA,NA,NA,NA,NA,0.7607,0.7247,0.7809,NA,NA,NA,NA,NA,3.989,2.996,3.555,NA,NA,NA,NA,NA,0.5616,0.5262,0.5814,NA,NA,NA,NA,NA,40.32,13.77,26.55,NA,NA,NA,NA,NA,1.246,1.252,1.242,NA,NA,NA,NA,NA,0.3435,0.3217,0.3557,NA,NA,venezuela_Polar,122951.00495809122,Polar
