trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
ns,NA,NA,108.4,112.1,105.3,ns,0.1561,-,-1.095,2281,53.65,53.47,53.65,ns,0.1769,+,0.02071,-40.97,0.8475,0.7655,0.9302,ns,0.00562,+,1.97,-3932,1080,490,589.7,ns,0.1769,ns,NA,NA,1274,640,634,ns,0.06247,+,0.02878,-56.03,1.988,1.932,2.044,ns,0.008966,+,0.0184,-34.67,2.535,2.389,2.683,ns,0.01084,ns,NA,NA,1.208,1.217,1.2,ns,0.009079,+,0.003527,-6.631,0.4417,0.431,0.4525,ns,0.00562,ns,NA,NA,7.151,6.463,6.454,ns,0.06247,ns,NA,NA,0.909,0.9021,0.916,ns,0.008966,ns,NA,NA,562.7,275.8,286.9,ns,0.09366,ns,NA,NA,1.046,1.029,1.063,ns,0.01084,ns,NA,NA,0.73740000000000006,0.7394,0.7354,ns,0.009079,guatemala_Temperate,2057.985057236766,Temperate
+,1.194,-2276,119.2,114.9,126,ns,0.4475,+,2.142,-4207,93.96,87.57,103,ns,0.4267,ns,NA,NA,1.354,1.476,1.196,-,0.022,ns,NA,NA,66370,40870,25500,ns,0.1769,ns,NA,NA,49020,27690,21320,ns,0.1977,ns,NA,NA,2.042,2.164,1.884,-,0.02803,+,0.04433,-85.34,3.87,3.801,3.959,+,0.03001,-,-0.006852,14.78,1.061,1.104,1.005,-,0.06299,+,0.001773,-2.971,0.576,0.575,0.5772,+,0.022,ns,NA,NA,10.8,10.23,9.968,ns,0.1977,ns,NA,NA,0.9234,0.9352,0.908,-,0.02803,ns,NA,NA,28230,15930,12310,ns,0.1353,+,0.008475,-15.75,1.27,1.253,1.291,+,0.03001,-,-0.002485,5.654,0.6753,0.6896,0.6568,-,0.06299,guatemala_Equatorial,33.477027448702586,Equatorial
NA,NA,NA,326.5,NA,326.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2165,NA,0.2165,NA,NA,NA,NA,NA,0.433,0,0.433,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,0.8586,NA,0.8586,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0.8586,NA,0.8586,NA,NA,NA,NA,NA,0.196,NA,0.196,NA,NA,NA,NA,NA,1.099,0,1.099,NA,NA,NA,NA,NA,0.6198,NA,0.6198,NA,NA,NA,NA,NA,0.392,0,0.392,NA,NA,NA,NA,NA,0.6931,NA,0.6931,NA,NA,NA,NA,NA,0.6198,NA,0.6198,NA,NA,guatemala_Polar,5131169.72095675,Polar
