trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
+,0.7325,-1362,107.8,100.5,115.3,ns,0.281,ns,NA,NA,76.3,76.07,75.82,ns,0.01041,-,-0.004589,10.55,1.421,1.493,1.355,-,0.03346,ns,NA,NA,38400,19430,18970,ns,0.03122,ns,NA,NA,27020,13010,14010,ns,0.1353,-,-0.02907,60,1.564,1.673,1.462,-,0.04895,ns,NA,NA,3.574,3.612,3.539,-,0.02299,-,-0.008316,17.51,0.787,0.8283,0.7486,-,0.04565,-,-0.00452,9.648,0.5665,0.5834,0.5508,-,0.03346,ns,NA,NA,10.2,9.474,9.547,ns,0.1353,-,-0.005287,11.36,0.7398,0.7665,0.7151,-,0.04895,ns,NA,NA,15310,7591,7715,ns,0.1145,-,-0.002694,6.644,1.225,1.237,1.214,-,0.02299,-,-0.002522,5.603,0.5288,0.5456,0.5131,-,0.04565,nicaragua_Equatorial,68.93391543472788,Equatorial
NA,NA,NA,171.7,206.1,140.9,NA,NA,NA,NA,NA,107.6,185.9,69.11,NA,NA,NA,NA,NA,0.2383,0.2627,0.22,NA,NA,NA,NA,NA,3.336,1.576,1.76,NA,NA,NA,NA,NA,14,6,8,NA,NA,NA,NA,NA,0.6593,0.6082,0.6976,NA,NA,NA,NA,NA,1.071,1.167,1,NA,NA,NA,NA,NA,0.6593,0.6082,0.6976,NA,NA,NA,NA,NA,0.2093,0.2278,0.1954,NA,NA,NA,NA,NA,2.708,1.946,2.197,NA,NA,NA,NA,NA,0.4995,0.4709,0.5209,NA,NA,NA,NA,NA,2.93,1.367,1.563,NA,NA,NA,NA,NA,0.7221,0.7607,0.6931,NA,NA,NA,NA,NA,0.4995,0.4709,0.5209,NA,NA,nicaragua_Temperate,793563.9371685149,Temperate
