all_size,00s_size,10s_size,all_n_fires,00s_n_fires,10s_n_fires,all_total_ba,00s_total_ba,10s_total_ba,all_log_size,00s_log_size,10s_log_size,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,all_log_tba,00s_log_tba,10s_log_tba,all_log_dur,00s_log_dur,10s_log_dur,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,all_dur,00s_dur,10s_dur,all_mx_grw,00s_mx_grw,10s_mx_grw,all_fsr,00s_fsr,10s_fsr,all_peak_season,00s_peak_season,10s_peak_season,all_season_length,00s_season_length,10s_season_length,aoi,fire_rotation,test_n_fires,test_total_ba,test_size,test_dur,test_mx_grw,test_fsr,test_peak_season,test_season_length,eff_n_fires,eff_total_ba,eff_size,eff_dur,eff_mx_grw,eff_fsr,eff_peak_season,eff_season_length,trend_n_fires,trend_total_ba,trend_size,trend_dur,trend_mx_grw,trend_fsr,trend_peak_season,trend_season_length,coeficient_n_fires,coeficient_total_ba,coeficient_size,coeficient_dur,coeficient_mx_grw,coeficient_fsr,coeficient_peak_season,coeficient_season_length,intercept_n_fires,intercept_total_ba,intercept_size,intercept_dur,intercept_mx_grw,intercept_fsr,intercept_peak_season,intercept_season_length,koppen
1.389,1.498,0.7448,76,65,11,105.6,97.37,8.193,0.5705,0.5901,0.4548,4.344,4.19,2.485,0.6608,0.6988,0.4357,43.36,38.36,5.002,1.143,1.142,1.153,0.4676,0.493,0.3171,2.803,2.754,3.091,1.553,1.714,0.6049,0.7103,0.7632,0.3978,122.9,121.4,139.8,34.48,32.9,49.26,norway_Boreal,75164.92999632591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boreal
1.696,2.589,0.504,7,4,3,11.87,10.36,1.512,0.6036,0.7754,0.3746,2.079,1.609,1.386,0.5888,0.7781,0.3363,4.226,3.102,1.124,0.809,0.7945,0.8283,0.4855,0.645,0.2728,1.286,1.25,1.333,1.687,2.63,0.4293,1.012,1.529,0.322,133.5,136.1,115.3,32.18,31.73,49.72,norway_Temperate,668520.1976771974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate
0.2165,0.2165,NA,2,2,0,0.433,0.433,0,0.196,0.196,NA,1.099,1.099,0,0.4971,0.4971,NA,0.392,0.392,0,0.6931,0.6931,NA,0.4971,0.4971,NA,1,1,NA,0.644,0.644,NA,0.644,0.644,NA,225.5,225.5,NA,NA,NA,NA,norway_Polar,18323117.354792006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polar
