trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
-,-1.161,2571,229.7,233.2,224.6,ns,0.3642,ns,NA,NA,63.1,61.07,65.56,ns,0.2602,-,-0.02054,42.63,1.439,1.583,1.274,-,0.0532,-,-371.1,764400,410800,241900,168900,ns,0.4059,ns,NA,NA,285400,152800,132600,ns,0.03122,-,-0.01066,22.19,0.7636,0.8291,0.6882,-,0.05472,-,-0.01977,42.88,3.082,3.131,3.026,-,0.02915,-,-0.004584,9.605,0.3988,0.4255,0.3681,-,0.05238,-,-0.006369,13.42,0.6275,0.6557,0.595,-,0.0532,ns,NA,NA,12.56,11.94,11.8,ns,0.03122,-,-0.004457,9.418,0.4605,0.4832,0.4343,-,0.05472,-,-151.9,314300,179100,100200,78900,ns,0.281,-,-0.00362,8.479,1.189,1.199,1.178,-,0.02915,-,-0.002817,5.969,0.3082,0.3218,0.2924,-,0.05238,madagascar_Equatorial,29.886814522190818,Equatorial
-,-1.28,2818,243.7,248.8,236.2,-,0.718,+,0.5615,-1083,48.08,45.45,50.81,ns,0.4683,-,-0.06041,123.3,1.904,2.284,1.528,-,0.04433,-,-598.7,1225000,402000,239800,162200,-,0.5307,+,152.7,-296100,211100,105000,106100,ns,0.281,-,-0.01732,35.68,0.8895,1.015,0.7655,-,0.04441,-,-0.03271,69.1,3.339,3.45,3.229,-,0.02878,-,-0.003689,7.816,0.4195,0.4582,0.3813,-,0.04349,-,-0.00924,19.25,0.6652,0.7047,0.6261,-,0.04433,+,0.01312,-17.07,12.26,11.56,11.57,ns,0.281,-,-0.00567,11.88,0.4824,0.5121,0.4531,-,0.04441,ns,NA,NA,140400,74000,66430,ns,0.1145,-,-0.006128,13.54,1.218,1.236,1.202,-,0.02878,-,-0.002292,4.916,0.3143,0.3307,0.2981,-,0.04349,madagascar_Temperate,30.54276527170782,Temperate
ns,NA,NA,170.7,173.6,166.5,ns,0.01041,ns,NA,NA,71.16,69.65,73.03,ns,0.1353,-,-0.009073,19.78,1.571,1.629,1.496,-,0.03325,-,-35.72,73810,46680,27310,19370,ns,0.2185,ns,NA,NA,29710,16770,12940,ns,0.1353,ns,NA,NA,0.7935,0.8411,0.7319,-,0.0399,-,-0.01734,37.87,3.073,3.119,3.012,-,0.02342,ns,NA,NA,0.4084,0.4291,0.3817,-,0.03232,-,-0.002713,6.047,0.6247,0.645,0.5985,-,0.03325,ns,NA,NA,10.3,9.727,9.468,ns,0.1353,-,-0.001731,3.928,0.4606,0.478,0.4381,-,0.0399,-,-20.41,41850,18560,10810,7747,ns,0.1977,-,-0.003914,9.029,1.173,1.182,1.162,-,0.02342,ns,NA,NA,0.3108,0.3204,0.2984,-,0.03232,madagascar_Arid,263.0441955669261,Arid
