trend_peak_season,coeficient_peak_season,intercept_peak_season,all_peak_season,00s_peak_season,10s_peak_season,test_peak_season,eff_peak_season,trend_season_length,coeficient_season_length,intercept_season_length,all_season_length,00s_season_length,10s_season_length,test_season_length,eff_season_length,trend_size,coeficient_size,intercept_size,all_size,00s_size,10s_size,test_size,eff_size,trend_total_ba,coeficient_total_ba,intercept_total_ba,all_total_ba,00s_total_ba,10s_total_ba,test_total_ba,eff_total_ba,trend_n_fires,coeficient_n_fires,intercept_n_fires,all_n_fires,00s_n_fires,10s_n_fires,test_n_fires,eff_n_fires,trend_mx_grw,coeficient_mx_grw,intercept_mx_grw,all_mx_grw,00s_mx_grw,10s_mx_grw,test_mx_grw,eff_mx_grw,trend_dur,coeficient_dur,intercept_dur,all_dur,00s_dur,10s_dur,test_dur,eff_dur,trend_fsr,coeficient_fsr,intercept_fsr,all_fsr,00s_fsr,10s_fsr,test_fsr,eff_fsr,trend_log_size,coeficient_log_size,intercept_log_size,all_log_size,00s_log_size,10s_log_size,test_log_size,eff_log_size,trend_log_n_fires,coeficient_log_n_fires,intercept_log_n_fires,all_log_n_fires,00s_log_n_fires,10s_log_n_fires,test_log_n_fires,eff_log_n_fires,trend_log_mx_grw_km2,coeficient_log_mx_grw_km2,intercept_log_mx_grw_km2,all_log_mx_grw_km2,00s_log_mx_grw_km2,10s_log_mx_grw_km2,test_log_mx_grw_km2,eff_log_mx_grw_km2,trend_log_tba,coeficient_log_tba,intercept_log_tba,all_log_tba,00s_log_tba,10s_log_tba,test_log_tba,eff_log_tba,trend_log_dur,coeficient_log_dur,intercept_log_dur,all_log_dur,00s_log_dur,10s_log_dur,test_log_dur,eff_log_dur,trend_log_fsr_km2_dy,coeficient_log_fsr_km2_dy,intercept_log_fsr_km2_dy,all_log_fsr_km2_dy,00s_log_fsr_km2_dy,10s_log_fsr_km2_dy,test_log_fsr_km2_dy,eff_log_fsr_km2_dy,aoi,fire_rotation,koppen
ns,NA,NA,222.9,227,221.4,ns,0.2602,ns,NA,NA,23.05,31.12,18.91,ns,0.2393,+,0.06718,-133.8,2.07,1.564,2.361,+,0.1404,+,3.304,-6620,759.8,209.6,550.2,ns,0.4475,+,1.176,-2349,367,134,233,ns,0.3862,+,0.03961,-78.7,1.375,0.9483,1.621,+,0.1181,+,0.06533,-127.9,3.621,3.284,3.815,ns,0.07492,+,0.01098,-21.59,0.5566,0.4699,0.6064,+,0.1121,+,0.0201,-39.67,0.8211,0.7083,0.8861,+,0.1404,+,0.07277,-143.8,5.908,4.905,5.455,ns,0.3862,+,0.01519,-30,0.6469,0.5562,0.699,+,0.1181,+,0.9993,-2000,301.4,94.91,206.5,ns,0.4475,+,0.01579,-30.43,1.332,1.256,1.375,ns,0.07492,+,0.00824,-16.22,0.3921,0.3558,0.413,+,0.1121,tunisia_Temperate,4257.549717253721,Temperate
-,-3.532,7334,221.8,261.7,214,-,0.614,ns,NA,NA,39.27,45.92,32.55,ns,0.1977,+,0.2795,-559.7,3.13,1.367,4.188,+,0.3212,+,4.313,-8652,826.4,135.3,691,+,0.6348,+,0.95,-1898,264,99,165,ns,0.4282,+,0.101,-201.6,1.579,1.023,1.912,+,0.277,+,0.2151,-429,3.61,2.04,4.552,+,0.3719,ns,NA,NA,0.7012,0.6936,0.7057,+,0.2041,+,0.04854,-96.55,0.9649,0.6285,1.167,+,0.3212,+,0.06641,-131,5.58,4.605,5.112,ns,0.4282,+,0.03346,-66.56,0.7241,0.5358,0.837,+,0.277,+,1.42,-2846,254.7,62.22,192.5,+,0.5932,+,0.03917,-77.37,1.306,0.9965,1.491,+,0.3719,ns,NA,NA,0.4595,0.4257,0.4797,+,0.2041,tunisia_Arid,3914.5785539057524,Arid
